family,metric,station,param,S1,S1_conf,ST,ST_conf
robust,log10(mean),BARENTS,gamma_tr,-7.898528926684122e-05,0.00054283978857871,0.0003225076083957447,2.00297050822631e-05
robust,log10(mean),BARENTS,lambda_temperature_0,0.4141967936466149,0.02310861681129296,0.41449667263404405,0.016681632204080254
robust,log10(mean),BARENTS,tr_0,0.0009840707102979434,0.0012333149756193057,0.001777050715421963,8.800164665773735e-05
robust,log10(mean),BATS,energy_transfert,0.27740517707936785,0.019743820740324197,0.27752857002313397,0.01170238602845363
robust,log10(mean),BATS,gamma_lambda_temperature,0.5074372215363335,0.02085266356683243,0.5076558004979154,0.016068796132376318
robust,log10(mean),BATS,gamma_tr,0.00027157344488619705,0.0005097224711468254,0.0003341822489861252,2.652361939596255e-05
robust,log10(mean),BATS,lambda_temperature_0,0.21434845106594674,0.015218349480305274,0.2144599842006932,0.008553950911831958
robust,log10(mean),BATS,tr_0,0.00012044663149732318,0.0004452424138600203,0.000175343829912254,1.5980818979178253e-05
robust,log10(mean),Bay_of_Biscay,energy_transfert,0.3787783109358673,0.026728870732378715,0.37901607488566114,0.016996748184468145
robust,log10(mean),Bay_of_Biscay,gamma_lambda_temperature,0.32381145545903534,0.018603235278035316,0.32399258892524657,0.012351607307083583
robust,log10(mean),Bay_of_Biscay,gamma_tr,3.105882549454369e-06,0.00026592998547541295,7.988470517571925e-05,8.096516712141143e-06
robust,log10(mean),Bay_of_Biscay,lambda_temperature_0,0.29640893198233953,0.02039362910048683,0.29655089120067096,0.01214426247897071
robust,log10(mean),Bay_of_Biscay,tr_0,4.3486738217404405e-05,0.0003350989615156178,0.00010403514253751923,9.939347238558119e-06
robust,log10(mean),Canaries,energy_transfert,0.30227669846965816,0.021036437017927668,0.3024348916602252,0.01324695682396172
robust,log10(mean),Canaries,gamma_lambda_temperature,0.461369761193939,0.01894042580952615,0.4615272726905691,0.01395328186465207
robust,log10(mean),Canaries,gamma_tr,7.419347955724706e-05,0.00023200759582146013,5.334947169195274e-05,4.833746414182109e-06
robust,log10(mean),Canaries,lambda_temperature_0,0.23572587545934137,0.017256133120982196,0.2358283610014445,0.009705195073029855
robust,log10(mean),Canaries,tr_0,5.1255739185871505e-05,0.00014403045280680154,2.8306283304291742e-05,2.992085821930634e-06
robust,log10(mean),HOT,energy_transfert,0.23814301943407334,0.01764252197462574,0.23824127960833347,0.009524821520426968
robust,log10(mean),HOT,gamma_lambda_temperature,0.575589876083216,0.020666701635619508,0.5757069628706064,0.01610277829969933
robust,log10(mean),HOT,gamma_tr,4.2265226595575294e-05,8.201301478412584e-05,8.354348553267237e-06,5.231637732418282e-07
robust,log10(mean),HOT,lambda_temperature_0,0.1858488302979644,0.014288039936367215,0.18593808495728226,0.007324871524749065
robust,log10(mean),HOT,tr_0,2.9647799833188558e-05,7.361982590574688e-05,6.174101724980939e-06,7.187890691955076e-07
robust,log10(mean),PAPA,energy_transfert,0.438217521208307,0.025877149991324105,0.4384177218713954,0.01701001860564672
robust,log10(mean),PAPA,gamma_lambda_temperature,0.20202177868520224,0.013625544913736378,0.20244678920384884,0.008734046697480373
robust,log10(mean),PAPA,gamma_tr,0.0014179986121142748,0.0018010976902779732,0.0029288313791205295,0.00016741124204388235
