station,position,T_mean,tau_mean,tau_min,rmse_0D2D,mape_0D2D,rmse_2Dobs,ratio
BARENTS,"75\textdegree N, 40\textdegree E",1.1034727096557617,9.181677563355123,6.590047782989915,0.13304231219783497,8.473978277506173,,
PAPA,"50\textdegree N, 132\textdegree W",9.35342025756836,3.9000522809061033,2.499538723698726,0.4016044183706361,11.39626881061947,,
BISCAY,"45.5\textdegree N, 4\textdegree W",13.903813362121582,2.44642716716261,1.7157905169893277,0.17586747220656723,6.597753954767234,,
CANARY,"30\textdegree N, 13\textdegree W",18.97784996032715,1.4826963217366387,1.1058389918306275,0.08251456143684852,6.900485148258722,,
BATS,"32\textdegree N, 64\textdegree W",21.408273696899414,1.1816643858603624,0.7758809639360662,0.05785435552473987,10.831528226244775,0.31570739728886804,5.51662942181783
HOT,"23\textdegree N, 158\textdegree W",23.570531845092773,0.9576086010804192,0.7745368519874227,0.026022744943658322,9.829376682618282,0.18310761459086408,7.123896828553335
