experiment,seed,lambda,best_nrmse,stop_gen,cap_hit,energy_transfert,tr_0,gamma_tr,lambda_temperature_0,gamma_lambda_temperature
BARENTS,0,8,0.0009035130703534278,148,False,0.16681558066428132,10.37953332296512,-0.11001920652103328,0.006669021677537084,0.14991002550391008
BARENTS,1,8,0.0009026151233477096,184,False,0.16680468533622061,10.379512152476405,-0.1099680265131929,0.0066687069175505875,0.14990128744269227
BARENTS,2,8,0.017951605562945706,174,False,0.1688979046170817,9.018521583306526,-0.0012199183301895289,0.006769140552267519,0.14809913027059757
BARENTS,3,8,0.016700076357702744,186,False,0.16961127725855646,10.088061304449505,-0.025723539692485864,0.00675413293700766,0.15249841507860204
BARENTS,4,8,0.0009020723212522337,207,False,0.1668051464078248,10.379363188671851,-0.10997016760407044,0.006668474203987813,0.14992345284440733
BARENTS,5,8,0.012245393651202474,151,False,0.1681132717251125,10.231274706858068,-0.06751598317531854,0.006703632604121483,0.1515699846682936
BARENTS,6,8,0.0009021299042303401,182,False,0.1668034358893735,10.380030836728467,-0.11001669412504952,0.006668395217232456,0.14992146713061233
BARENTS,7,8,0.012047340199759442,298,False,0.16540621188492877,10.547376040535559,-0.15683272973057144,0.006628024322985874,0.14838608633259984
BARENTS,8,8,0.0160400093686479,133,False,0.16814977094109168,9.458982411235578,-0.03837322228940712,0.0067242202990758886,0.14973779101832865
BARENTS,9,8,0.000902810160275586,187,False,0.1668059752968843,10.380102426485157,-0.11001325740520237,0.00666833927221655,0.1499425874618216
BARENTS,10,8,0.011650437611275358,189,False,0.16873878786294377,10.177487809515783,-0.051940179464158964,0.006725448296444902,0.15188809767881586
BARENTS,11,8,0.013368267969611332,214,False,0.1649016844789461,10.609834024818934,-0.1749873654973827,0.00661471080158339,0.14771172046978495
BARENTS,12,8,0.0009021287829385066,168,False,0.16680827812008317,10.379465676969675,-0.10997035002179087,0.006668572982668144,0.14992397385611866
BARENTS,13,8,0.016040007222835034,172,False,0.16814825579630868,9.39464639317587,-0.033090127388728824,0.006724115690218278,0.14974236241528355
BARENTS,14,8,0.0009028714112237721,185,False,0.16680620765645013,10.379283170558814,-0.10997318812801893,0.006668822789380533,0.14989949471063405
BARENTS,15,8,0.017643660154781523,126,False,0.1634388319867873,10.819417005831765,-0.2336231107756645,0.0065721408102124195,0.14610916753430372
BARENTS,16,8,0.000902902897034022,198,False,0.16680756869532407,10.37901389061719,-0.10996914460335422,0.0066688807728835274,0.1498944238397061
BARENTS,17,8,0.0009020842901693264,196,False,0.16680497354250798,10.379451042249414,-0.1099921729511471,0.006668512593227705,0.1499167889147626
BARENTS,18,8,0.01604000419597748,181,False,0.16814707726084804,9.341133942957134,-0.028694922580484117,0.00672407648858085,0.14973929283918858
BARENTS,19,8,0.012026163656392941,152,False,0.16557957873177048,10.518265823008164,-0.14888464610480856,0.006633340848807523,0.1485505974289053
PAPA,0,8,0.00013837022995547607,236,False,0.16679745688854147,10.379901556625418,-0.10999923258528457,0.006666534710825175,0.15000972570451143
PAPA,1,8,0.04271069060396773,215,False,0.16028923081012866,18.341690881070033,-0.19638271973359,0.006392250160850943,0.15015980586841968
PAPA,2,8,0.032127384448469194,238,False,0.16818983612352073,4.435582973755917,-0.034654209102192635,0.006805045702215468,0.1487093153211454
PAPA,3,8,0.04853892156696347,187,False,0.15997319400545298,29.383763195560114,-0.23811718046320934,0.006329773229224798,0.15099395232272433
PAPA,4,8,0.044279537031200904,214,False,0.1601239159343528,20.709420256308977,-0.20714169192738585,0.00637283418122941,0.15038599757602528
PAPA,5,8,0.00011766175202005816,225,False,0.16682680029337044,10.379837156127405,-0.10999865397960337,0.0066689568686923075,0.14998813525218974
PAPA,6,8,0.04816575524082457,229,False,0.1599802742868722,27.903331240764665,-0.2335683607665102,0.006335623010666141,0.15089645939102347
PAPA,7,8,0.042715103082898005,274,False,0.16023384924748152,18.336069710393893,-0.19635556535885998,0.0063862521722501545,0.15022660597712975
PAPA,8,8,0.0007595076301016357,198,False,0.16681644967053458,10.377881612059817,-0.10998198551641195,0.0066663525981386475,0.1500136457291992
PAPA,9,8,0.05020337578275762,168,False,0.16005573061238518,33.18202182903776,-0.24892105106864082,0.0062965127592293215,0.1515432372687585
PAPA,10,8,0.04203416682976365,150,False,0.16043260188361025,15.771640091037092,-0.18301172972476287,0.006414760022118661,0.14988990789150836
PAPA,11,8,0.04271304897471874,180,False,0.16037205618355685,18.458030335743377,-0.19695017054510988,0.006400858475423307,0.1500760355883066
PAPA,12,8,0.042716690005486474,198,False,0.16018308903522052,18.34816186745021,-0.19641572327135984,0.0063880983259877585,0.15017573897184383
PAPA,13,8,0.04429462002238386,267,False,0.16025076360014254,20.59223714867456,-0.20663934727592875,0.006373468178064852,0.15045190440147663
PAPA,14,8,0.04271187891270976,214,False,0.16011842674311141,18.458703739297672,-0.1969528350686478,0.006385541831093682,0.150167859727347
PAPA,15,8,0.0004140500860902708,226,False,0.16669141654646139,10.379907446846717,-0.10999922093924594,0.0066615238463547406,0.15002234396045105
PAPA,16,8,0.03212333270327587,219,False,0.1683497315802333,4.77987664756401,-0.041278966744942136,0.006807092921870574,0.14877356925172625
PAPA,17,8,0.03046266336765825,214,False,0.16816341809065988,6.036180620636745,-0.06195887613295967,0.006800679112680987,0.14875648943325037
PAPA,18,8,0.04414003312146665,161,False,0.16027410885358867,20.121367183674895,-0.20458905604697586,0.006384962848873345,0.15029078415645264
PAPA,19,8,0.042705054215427134,205,False,0.16031010401446033,18.45257771729973,-0.19691657087975736,0.006399293113031092,0.1500736094233409
Bay_of_Biscay,0,8,4.582082987696902e-05,264,False,0.16679642926959273,10.381570060611393,-0.11000832432878122,0.00666530913267829,0.15001810001462887
Bay_of_Biscay,1,8,3.3512726419518546e-05,235,False,0.166792625036772,10.387218302304722,-0.11004569044823578,0.0066663280964807895,0.150005130744946
Bay_of_Biscay,2,8,0.00860058342269326,359,False,0.16750846500493716,3.8406015347129228,-0.043584825841118946,0.006722653104604235,0.14968578598706064
Bay_of_Biscay,3,8,0.023646323984533067,241,False,0.166734722322596,6.019772232632856,-0.062188304423011515,0.0066555408172647105,0.15004572035992947
Bay_of_Biscay,4,8,0.008600622308506837,227,False,0.16750687612899468,5.16473401895918,-0.06337124845716857,0.006722533203664434,0.14968717782074561
Bay_of_Biscay,5,8,3.546061163950868e-05,333,False,0.16680045183413864,10.384649938007136,-0.11002816678160365,0.00666808459334687,0.1499882388097582
Bay_of_Biscay,6,8,0.022345746160764762,450,False,0.16626636355822938,3.0616333835779463,-0.0018019669707418362,0.00663256330973577,0.1501390892273139
Bay_of_Biscay,7,8,4.728835629797315e-05,292,False,0.16681132327826392,10.385611855550952,-0.11003560794257572,0.006667914548675251,0.14999360977518542
Bay_of_Biscay,8,8,0.015904655706966565,188,False,0.16634836516243373,2.635237764716498,-0.01847672859765087,0.006632488019300319,0.15005699159826086
Bay_of_Biscay,9,8,0.03921219577806441,256,False,0.16833949511018578,48.20773569092068,-0.24606615784629998,0.006989557014142134,0.14723355794431972
Bay_of_Biscay,10,8,0.03795425252749601,182,False,0.16816044712366493,28.865675645164504,-0.20062479728486976,0.006893243488515557,0.1481934588242085
Bay_of_Biscay,11,8,0.039456877865599496,219,False,0.16827637408092364,50.393189906717495,-0.2499999180874256,0.00698999659240709,0.14720201523404536
Bay_of_Biscay,12,8,3.863001247792937e-05,300,False,0.16678520897004492,10.383929867300514,-0.11002521951916827,0.0066661380600244085,0.15000336533819275
Bay_of_Biscay,13,8,0.03937657850428072,231,False,0.16828994867925912,49.955700353206964,-0.24920668894266193,0.00698950420727912,0.14721267256551301
